Reg,Regulator,TargetGene,Weight,Module,RegulatorBiotype,TargetBiotype
YJR151W-A_YDL114W-A,YJR151W-A,YDL114W-A,0.116240839695783,6,protein_coding,protein_coding
YKL100W-A_YJR151W-A,YKL100W-A,YJR151W-A,0.173393361455509,6,protein_coding,protein_coding
snR39_YKL106C-A,snR39,YKL106C-A,0.113111913294585,6,snoRNA,protein_coding
snR39_YEL032C-A,snR39,YEL032C-A,0.137262608571307,6,snoRNA,protein_coding
snR39_YDL232W,snR39,YDL232W,0.201356007988435,6,snoRNA,protein_coding
snR39_snR18,snR39,snR18,0.206356522206158,6,snoRNA,snoRNA
snR39_tV(AAC)O,snR39,tV(AAC)O,0.116780150772739,6,snoRNA,tRNA
YHL015W-A_YJR151W-A,YHL015W-A,YJR151W-A,0.182187575342832,6,protein_coding,protein_coding
YLR154W-F_YJR151W-A,YLR154W-F,YJR151W-A,0.326515758121328,6,protein_coding,protein_coding
YKL106C-A_YDL232W,YKL106C-A,YDL232W,0.149155807053006,7,protein_coding,protein_coding
YEL032C-A_YDL232W,YEL032C-A,YDL232W,0.159796238943051,7,protein_coding,protein_coding
YDL232W_YKL106C-A,YDL232W,YKL106C-A,0.148835809648962,7,protein_coding,protein_coding
YDL232W_YEL032C-A,YDL232W,YEL032C-A,0.15221782168409,7,protein_coding,protein_coding
YDL232W_tP(UGG)Q,YDL232W,tP(UGG)Q,-0.101458606583316,7,protein_coding,tRNA
YDL232W_snR18,YDL232W,snR18,0.257393808084089,7,protein_coding,snoRNA
YDL232W_tE(UUC)Q,YDL232W,tE(UUC)Q,-0.101458606583317,7,protein_coding,tRNA
YDL232W_snR59,YDL232W,snR59,0.128466863790974,7,protein_coding,snoRNA
YDL232W_snR39,YDL232W,snR39,0.210271642963166,7,protein_coding,snoRNA
snR18_YDL232W,snR18,YDL232W,0.262718758182356,7,snoRNA,protein_coding
snR18_snR39,snR18,snR39,0.182845728091289,7,snoRNA,snoRNA
YDL184C_YJR151W-A,YDL184C,YJR151W-A,0.233792515986915,7,protein_coding,protein_coding
snR75_YJR151W-A,snR75,YJR151W-A,0.190055061430724,7,snoRNA,protein_coding
snR67_YJR151W-A,snR67,YJR151W-A,0.422524863086001,7,snoRNA,protein_coding
YOR302W_snR79,YOR302W,snR79,0.10420324616748,7,protein_coding,snoRNA
YJR151W-A_snR76,YJR151W-A,snR76,0.144501132711522,7,protein_coding,snoRNA
YJR151W-A_YPR160W-A,YJR151W-A,YPR160W-A,0.101547827936972,7,protein_coding,protein_coding
YJR151W-A_snR71,YJR151W-A,snR71,0.103777440463189,7,protein_coding,snoRNA
YJR151W-A_snR66,YJR151W-A,snR66,0.153976605403993,7,protein_coding,snoRNA
YJR151W-A_YDL184C,YJR151W-A,YDL184C,0.240886787599226,7,protein_coding,protein_coding
YJR151W-A_snR58,YJR151W-A,snR58,0.116083818290993,7,protein_coding,snoRNA
YJR151W-A_snR75,YJR151W-A,snR75,0.196202898942353,7,protein_coding,snoRNA
YJR151W-A_snR67,YJR151W-A,snR67,0.418602966627581,7,protein_coding,snoRNA
YJR151W-A_YOR302W,YJR151W-A,YOR302W,-0.151917771541196,7,protein_coding,protein_coding
YJR151W-A_snR24,YJR151W-A,snR24,0.159716924033828,7,protein_coding,snoRNA
YJR151W-A_YBR141W-A,YJR151W-A,YBR141W-A,-0.141033126435771,7,protein_coding,protein_coding
YJR151W-A_YLR162W-A,YJR151W-A,YLR162W-A,0.119062051949316,7,protein_coding,protein_coding
YJR151W-A_YER053C-A,YJR151W-A,YER053C-A,0.194191767586444,7,protein_coding,protein_coding
YJR151W-A_YLR163W-A,YJR151W-A,YLR163W-A,0.14796567242431,7,protein_coding,protein_coding
YJR151W-A_YKL100W-A,YJR151W-A,YKL100W-A,0.155061898832563,7,protein_coding,protein_coding
YJR151W-A_YHL015W-A,YJR151W-A,YHL015W-A,0.153323396250493,7,protein_coding,protein_coding
YJR151W-A_YLR154W-F,YJR151W-A,YLR154W-F,0.331075861264739,7,protein_coding,protein_coding
YER053C-A_YJR151W-A,YER053C-A,YJR151W-A,0.183752475185588,7,protein_coding,protein_coding
snR59_YDL232W,snR59,YDL232W,0.130458793281969,7,snoRNA,protein_coding
snR39_YDL232W,snR39,YDL232W,0.217614469654282,7,snoRNA,protein_coding
snR39_snR18,snR39,snR18,0.185452329073319,7,snoRNA,snoRNA
snR79_YOR302W,snR79,YOR302W,0.108379812529243,7,snoRNA,protein_coding
YLR154W-F_YJR151W-A,YLR154W-F,YJR151W-A,0.330502855358153,7,protein_coding,protein_coding
